	id	title	text	answer
1234	post_923	MP2.4 learning?	What exactly is the learning from MP2.4? Is it just a hit or miss while randomly changing the parameter or is there a way to think about this problem?	I agree with the sentiment here. Is this how the tweaking is done in the real world, or are there libraries that are built to optimize this? I considered writing a test driver script that would run through intervals of k1, b, and k3 and check the results, but I didn't have time. Maybe later. There has to be systems that do this!
1235	post_923	MP2.4 learning?	What exactly is the learning from MP2.4? Is it just a hit or miss while randomly changing the parameter or is there a way to think about this problem?	I think main learning is how to tune parameters of various models to achieve better search results. You could also improve existing models to improve the performance.
1236	post_929	MP2.4 Do we only have to submit NDCG@10?	Do we only have to get the NDCG@10 comparing to baseline? What's my baseline? I'm confused about the requirements.	I am guessing that we 'fine-tune' the model for the data set we have access to, and hope that this fine-tuning carries over to the other two data sets as well.
1237	post_929	MP2.4 Do we only have to submit NDCG@10?	Do we only have to get the NDCG@10 comparing to baseline? What's my baseline? I'm confused about the requirements.	"You only need to implement the model, which will be used for 3 datasets. You do not control the output.
It is like 2.2. You need to implement the same thing,  but the better results are expected."
1238	post_930	MP2.4 fine-tune parameter	What options can we use for fine-tune various parameter settings?	"""...please make sure you do not overfit"" - just wondering if this comment is generalizable across data sets. If the chosen parameter set leads to overfitting with one data set, will the same set of parameters lead to overfitting with the other 2 datasets as well?"
1239	post_930	MP2.4 fine-tune parameter	What options can we use for fine-tune various parameter settings?	I think it has to deal with the value ranges for the 3 parameters BM25 takes. For example for the k parameter value, it can go to positive infinity compared to the other parameters like b. So you cannot have the k value in same range as b. Ideally k is a way higher value range than b. Objective of this exercise is to familiarize us to those ranges I believe.
1240	post_930	MP2.4 fine-tune parameter	What options can we use for fine-tune various parameter settings?	The problem with overfitting is that while your numbers might go up for the cranfield set, they might perform very poorly with other sets. if they lead to overfitting for all 3 (thus maximizing all 3 results), I would think thats the good news :-) at least in the given context.
1241	post_930	MP2.4 fine-tune parameter	What options can we use for fine-tune various parameter settings?	Actually endless possibilities for fine tuning the parameters for any Ranker you chose. If you go through the ranker implementation and make yourself aware of the boundary values and how they impact the score then it might help you to fine tune better.
1242	post_930	MP2.4 fine-tune parameter	What options can we use for fine-tune various parameter settings?	I am curious how we can have some learning out of this MP? right now, it is just hit or miss by randomly changing parameters. Anybody have any suggestions on how to think for this problem?
1243	post_930	MP2.4 fine-tune parameter	What options can we use for fine-tune various parameter settings?	I used trial and error(Starting with default) and heuristicaly deduce the parameters, It did work.
1244	post_932	6.1-6.3 Learning to Rank	Out of curiosity, is there any particular reason Learning to Rank is an optional lecture in Week 6? It seems like a relevant topic to understand.	I'd assume that it's not really optional and has valuable content since it's there for a reason.
1245	post_932	6.1-6.3 Learning to Rank	Out of curiosity, is there any particular reason Learning to Rank is an optional lecture in Week 6? It seems like a relevant topic to understand.	"I believe the optional tag may be a holdover from when the course was either
Joined from the two halves of ""Text Retrieval and Search Engines"" and ""Text Mining and Analytics""; or
Contemplated as only for 3 credit students vs 4 credit students.
I agree, it is a good section to go through and relevant."
1247	post_935	Live Data lab token expired	"Hi,
My live data lab token expired.  So I made a new one and relinked my account.  Will this be okaying for grading and everything I already submitted?"	If your grade doesn't show up on Coursera, please contact the professors. I did that last week and now it works (my MP scores are visible on Coursera)
1248	post_935	Live Data lab token expired	"Hi,
My live data lab token expired.  So I made a new one and relinked my account.  Will this be okaying for grading and everything I already submitted?"	Hey Rhaam, I am having similar issue as yours where my web hook doesn't work and throws HTTP 401 error. Do you know how your issue was resolved?
1249	post_935	Live Data lab token expired	"Hi,
My live data lab token expired.  So I made a new one and relinked my account.  Will this be okaying for grading and everything I already submitted?"	yes I did the same and it perfectly worked fine
1250	post_935	Live Data lab token expired	"Hi,
My live data lab token expired.  So I made a new one and relinked my account.  Will this be okaying for grading and everything I already submitted?"	"If your submissions are going through again without issues, yes you should be absolutely fine.
I know few classmates went through the token expiry issue and didn't have any issue with grading MP when they submitted with new api token."
